participant_id,participant_number,session_id,protocol_version,latin_square_row,source_list_id,presented_run_number,canonical_list_seed,run_id,trial_index_global,trial_index_run,visibility,audio_condition,condition_code,image_object,image_label,exemplar_id,image_path,occlusion_level,occlusion_pattern_id,audio_object,audio_label,audio_path,is_congruent,correct_response,accepted_responses,fixation_ms_planned,image_duration_ms_planned,silent_delay_ms_planned,response_window_ms,iti_ms,is_practice,random_seed
,,,v3_formal_six_objects_70occ,,D,,27062026,D,,1,occluded,congruent,22,bowl,bowl,bowl_ex04,stimuli_final_candidates/occluded_70/bowl/bowl_ex04_occ70.png,70,occ_01,bowl,bowl,assets/audio/spoken/bowl.wav,1,bowl,bowl,800,1000,600,2000,942,0,27062026
,,,v3_formal_six_objects_70occ,,D,,27062026,D,,2,occluded,congruent,22,knife,knife,knife_ex03,stimuli_final_candidates/occluded_70/knife/knife_ex03_occ70.png,70,occ_01,knife,knife,assets/audio/spoken/knife.wav,1,knife,knife,800,1000,600,2000,877,0,27062026
,,,v3_formal_six_objects_70occ,,D,,27062026,D,,3,visible,congruent,12,bowl,bowl,bowl_ex01,stimuli_final_candidates/clear/bowl/bowl_ex01_clear.png,,,bowl,bowl,assets/audio/spoken/bowl.wav,1,bowl,bowl,800,1000,600,2000,1044,0,27062026
,,,v3_formal_six_objects_70occ,,D,,27062026,D,,4,occluded,congruent,22,spoon,spoon,spoon_ex04,stimuli_final_candidates/occluded_70/spoon/spoon_ex04_occ70.png,70,occ_01,spoon,spoon,assets/audio/spoken/spoon.wav,1,spoon,spoon,800,1000,600,2000,1161,0,27062026
,,,v3_formal_six_objects_70occ,,D,,27062026,D,,5,occluded,none,21,knife,knife,knife_ex02,stimuli_final_candidates/occluded_70/knife/knife_ex02_occ70.png,70,occ_01,,,,,knife,knife,800,1000,600,2000,1100,0,27062026
,,,v3_formal_six_objects_70occ,,D,,27062026,D,,6,occluded,none,21,fork,fork,fork_ex03,stimuli_final_candidates/occluded_70/fork/fork_ex03_occ70.png,70,occ_01,,,,,fork,fork,800,1000,600,2000,1021,0,27062026
,,,v3_formal_six_objects_70occ,,D,,27062026,D,,7,occluded,incongruent,23,cup,cup,cup_ex02,stimuli_final_candidates/occluded_70/cup/cup_ex02_occ70.png,70,occ_01,fork,fork,assets/audio/spoken/fork.wav,0,cup,cup,800,1000,600,2000,907,0,27062026
,,,v3_formal_six_objects_70occ,,D,,27062026,D,,8,occluded,none,21,plate,plate,plate_ex01,stimuli_final_candidates/occluded_70/plate/plate_ex01_occ70.png,70,occ_01,,,,,plate,plate,800,1000,600,2000,1038,0,27062026
,,,v3_formal_six_objects_70occ,,D,,27062026,D,,9,occluded,incongruent,23,plate,plate,plate_ex03,stimuli_final_candidates/occluded_70/plate/plate_ex03_occ70.png,70,occ_01,spoon,spoon,assets/audio/spoken/spoon.wav,0,plate,plate,800,1000,600,2000,912,0,27062026
,,,v3_formal_six_objects_70occ,,D,,27062026,D,,10,occluded,congruent,22,cup,cup,cup_ex01,stimuli_final_candidates/occluded_70/cup/cup_ex01_occ70.png,70,occ_01,cup,cup,assets/audio/spoken/cup.wav,1,cup,cup,800,1000,600,2000,1143,0,27062026
,,,v3_formal_six_objects_70occ,,D,,27062026,D,,11,visible,none,11,cup,cup,cup_ex04,stimuli_final_candidates/clear/cup/cup_ex04_clear.png,,,,,,,cup,cup,800,1000,600,2000,914,0,27062026
,,,v3_formal_six_objects_70occ,,D,,27062026,D,,12,occluded,incongruent,23,fork,fork,fork_ex01,stimuli_final_candidates/occluded_70/fork/fork_ex01_occ70.png,70,occ_01,cup,cup,assets/audio/spoken/cup.wav,0,fork,fork,800,1000,600,2000,969,0,27062026
,,,v3_formal_six_objects_70occ,,D,,27062026,D,,13,visible,incongruent,13,knife,knife,knife_ex01,stimuli_final_candidates/clear/knife/knife_ex01_clear.png,,,bowl,bowl,assets/audio/spoken/bowl.wav,0,knife,knife,800,1000,600,2000,1096,0,27062026
